City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Souillac,75,MU,1623958333,83,-20.5167,57.5167,71.98,9.22
Peniche,100,PT,1623958334,91,39.3558,-9.3811,63.88,19.86
Rikitea,99,PF,1623958334,77,-23.1203,-134.9692,74.48,27.63
Kiryat Gat,0,IL,1623958334,100,31.61,34.7642,73.81,5.35
Pandan,97,PH,1623958335,82,14.0453,124.1694,80.83,5.35
Kovdor,100,RU,1623958335,72,67.5662,30.4758,52.95,10.29
Hudson Bay,71,CA,1623958335,52,52.85,-102.3842,62.42,18.54
Tasiilaq,75,GL,1623958335,72,65.6145,-37.6368,41.16,4.72
Ribeira Grande,75,PT,1623958336,73,38.5167,-28.7,68.4,9.22
Atar,1,MR,1623958336,15,20.5169,-13.0499,97.34,9.75
Albany,7,US,1623958206,36,42.6001,-73.9662,78.03,3.0
La Ronge,75,CA,1623958336,48,55.1001,-105.2842,62.85,9.22
College,75,US,1623958337,89,64.8569,-147.8028,59.32,5.75
Alofi,99,NU,1623958337,100,-19.0595,-169.9187,71.49,12.66
São Filipe,1,CV,1623958337,74,14.8961,-24.4956,74.73,12.28
East London,0,ZA,1623958337,72,-33.0153,27.9116,63.27,15.01
Panzhihua,100,CN,1623958338,77,26.5851,101.7128,75.6,1.59
Hong Kong,9,HK,1623958095,81,22.2855,114.1577,86.97,7.0
Kirakira,6,SB,1623958338,84,-10.4544,161.9205,77.88,6.64
Atuona,16,PF,1623958339,74,-9.8,-139.0333,79.39,22.93
Bengkulu,100,ID,1623958339,85,-3.8004,102.2655,74.57,3.96
Puerto Escondido,90,MX,1623958339,61,15.85,-97.0667,85.03,11.5
Thompson,90,CA,1623958265,93,55.7435,-97.8558,44.76,12.66
Ushuaia,0,AR,1623958340,81,-54.8,-68.3,38.82,3.44
Vaini,20,TO,1623958340,100,-21.2,-175.2,66.36,3.44
Kapaa,1,US,1623958113,77,22.0752,-159.319,80.92,3.0
Yellowknife,40,CA,1623958159,58,62.456,-114.3525,57.72,4.61
Khuzdar,2,PK,1623958340,42,27.7384,66.6434,78.55,2.24
Hobart,75,AU,1623958304,96,-42.8794,147.3294,54.01,8.05
Olafsvik,90,IS,1623958341,65,64.8945,-23.7142,42.6,12.68
Saint Anthony,1,US,1623958325,54,45.0205,-93.218,88.0,1.01
Bilibino,100,RU,1623958341,100,68.0546,166.4372,36.12,3.31
Punta Arenas,0,CL,1623958321,87,-53.15,-70.9167,39.31,5.75
Busselton,14,AU,1623958341,80,-33.65,115.3333,51.28,9.01
Pangnirtung,75,CA,1623958342,75,66.1451,-65.7125,42.8,6.91
Iqaluit,75,CA,1623958342,87,63.7506,-68.5145,35.33,18.01
Tiksi,100,RU,1623958342,82,71.6872,128.8694,43.5,4.81
Naze,100,JP,1623958325,89,28.3667,129.4833,73.33,4.97
Hilo,90,US,1623958343,90,19.7297,-155.09,77.79,5.75
Bluff,6,NZ,1623958343,77,-46.6,168.3333,43.7,15.61
Port Huron,1,US,1623958049,32,42.9709,-82.4249,85.14,7.0
Lingyuan,63,CN,1623958344,32,41.24,119.4011,59.2,4.76
Montrose,89,US,1623958344,11,38.4166,-108.2673,87.21,4.99
Bonthe,26,SL,1623958344,78,7.5264,-12.505,80.37,7.05
Nador,0,MA,1623958345,73,35.174,-2.9287,75.27,11.5
Tuatapere,17,NZ,1623958345,94,-46.1333,167.6833,35.53,5.17
Nikolskoye,42,RU,1623958345,73,59.7035,30.7861,64.29,1.07
Cape Town,40,ZA,1623958197,90,-33.9258,18.4232,59.11,3.44
Bowen,4,AU,1623958346,65,-20.0167,148.2333,61.02,10.07
Castro,100,BR,1623958346,78,-24.7911,-50.0119,56.39,1.7
Islamkot,100,PK,1623958346,60,24.6997,70.177,86.97,13.31
Weyburn,0,CA,1623958265,20,49.6668,-103.8511,76.17,18.41
Jamestown,1,US,1623958347,29,42.097,-79.2353,74.3,5.01
Níjar,0,ES,1623958347,60,36.9665,-2.206,71.65,23.02
Muros,100,ES,1623958347,87,42.7762,-9.0603,60.24,14.03
Conakry,20,GN,1623958347,74,9.538,-13.6773,84.27,11.5
Dikson,100,RU,1623958348,99,73.5069,80.5464,31.42,13.56
Butaritari,11,KI,1623958348,68,3.0707,172.7902,83.16,13.58
Avarua,75,CK,1623958348,83,-21.2078,-159.775,77.05,10.36
Hemnesberget,100,NO,1623958349,95,66.2333,13.6333,54.12,3.13
Lompoc,1,US,1623958349,59,34.6391,-120.4579,99.79,14.97
Puerto Ayora,35,EC,1623958349,85,-0.7393,-90.3518,82.36,8.01
Burnie,100,AU,1623958349,81,-41.0667,145.9167,52.61,4.76
Muisne,90,EC,1623958350,81,0.6,-80.0333,82.51,12.39
Adrar,4,MR,1623958350,13,20.5022,-10.0711,95.18,12.57
Saint-Augustin,66,CA,1623958351,77,51.226,-58.6502,55.99,16.31
Barrow,75,US,1623958351,71,71.2906,-156.7887,51.82,13.8
Nanortalik,51,GL,1623958351,81,60.1432,-45.2371,38.52,3.89
Ippy,59,CF,1623958352,97,6.2679,21.2247,66.63,2.91
Kruisfontein,10,ZA,1623958352,85,-34.0033,24.7314,58.89,17.4
Bredasdorp,63,ZA,1623958352,77,-34.5322,20.0403,60.12,9.22
Aksarka,91,RU,1623958352,68,66.5606,67.7975,41.58,10.29
Aykhal,79,RU,1623958353,53,66.0,111.5,61.72,4.38
Beringovskiy,51,RU,1623958353,81,63.05,179.3167,42.66,9.69
Mataura,9,NZ,1623958353,95,-46.1927,168.8643,36.59,3.98
Araouane,0,ML,1623958354,9,18.9048,-3.5265,97.54,3.24
Qasigiannguit,99,GL,1623958354,80,68.8193,-51.1922,41.25,5.59
Awjilah,0,LY,1623958354,23,29.1081,21.2869,85.46,14.9
Garoowe,66,SO,1623958355,52,8.4054,48.4845,81.14,17.67
Champerico,100,GT,1623958355,79,14.3,-91.9167,87.76,9.42
Miyako,96,JP,1623958355,92,39.6367,141.9525,60.4,4.07
Tuktoyaktuk,75,CA,1623958355,93,69.4541,-133.0374,39.2,10.36
Faanui,100,PF,1623958356,69,-16.4833,-151.75,80.78,23.49
Vestmannaeyjar,100,IS,1623958356,86,63.4427,-20.2734,42.58,8.81
George Town,20,MY,1623958356,92,5.4112,100.3354,76.95,1.99
Belyy Yar,0,RU,1623958357,72,53.6039,91.3903,62.49,4.47
Erenhot,0,CN,1623958357,44,43.6475,111.9767,59.31,14.52
Hermanus,75,ZA,1623958357,82,-34.4187,19.2345,58.89,6.02
Necochea,75,AR,1623958358,57,-38.5473,-58.7368,48.04,5.82
Seaford,100,GB,1623958358,94,50.7714,0.1027,67.3,7.9
Port Shepstone,1,ZA,1623958358,83,-30.7414,30.455,64.38,5.5
Qaanaaq,0,GL,1623958358,76,77.484,-69.3632,36.93,4.25
Bambanglipuro,63,ID,1623958359,88,-7.95,110.2833,58.6,3.96
Saint-Philippe,61,RE,1623958359,83,-21.3585,55.7679,69.35,11.54
Khatanga,5,RU,1623958359,57,71.9667,102.5,65.77,7.34
Arraial do Cabo,75,BR,1623958360,94,-22.9661,-42.0278,66.16,4.61
Mundo Nuevo (Ojo de Agua),92,MX,1623958360,71,18.7,-95.5,83.39,17.58
Taoudenni,0,ML,1623958360,5,22.6783,-3.9836,105.53,8.43
Odesskoye,51,RU,1623958361,71,54.2111,72.9651,65.59,14.72
Vieira de Leiria,75,PT,1623958361,93,39.8695,-8.9324,61.84,11.5
Matara,100,LK,1623958361,89,5.9485,80.5353,77.94,9.28
Kichera,100,RU,1623958361,81,55.9375,110.0997,51.84,6.04
Pisco,37,PE,1623958362,77,-13.7,-76.2167,68.05,11.5
Guánica,18,PR,1623958362,75,17.9716,-66.908,88.48,14.0
Arman',0,RU,1623958362,55,59.7,150.1667,51.96,7.67
Golden,95,US,1623958363,14,39.7555,-105.2211,101.98,3.0
Leningradskiy,100,RU,1623958363,89,69.3833,178.4167,38.44,3.22
Lorengau,97,PG,1623958363,73,-2.0226,147.2712,80.26,4.34
Cockburn Town,40,TC,1623958363,66,21.4612,-71.1419,85.96,17.27
Llandrindod Wells,99,GB,1623958364,86,52.2416,-3.3787,63.88,4.65
Lata,100,PT,1623958364,94,40.1629,-8.3327,64.04,3.98
Arlit,70,NE,1623958365,14,18.7369,7.3853,95.41,3.24
Hammerfest,75,NO,1623958365,81,70.6634,23.6821,43.25,6.91
Sakakah,0,SA,1623958365,15,29.9697,40.2064,87.37,7.78
Bell Ville,66,AR,1623958366,47,-32.6259,-62.6887,49.8,3.67
Carutapera,14,BR,1623958366,85,-1.195,-46.02,80.06,6.2
Prieta,100,HN,1623958367,50,15.5833,-86.1833,96.22,1.3
Vao,21,NC,1623958367,76,-22.6667,167.4833,71.28,5.55
Dalhousie,32,IN,1623958367,57,32.5333,75.9833,60.13,6.82
Katobu,100,ID,1623958368,95,-4.9408,122.5276,73.45,4.27
Penzance,99,GB,1623958368,77,50.1186,-5.5371,60.01,16.67
Nikolayevsk-on-Amur,100,RU,1623958369,91,53.1406,140.73,49.77,5.1
Kalmunai,73,LK,1623958369,71,7.4167,81.8167,80.13,6.38
Bay Roberts,59,CA,1623958369,74,47.5999,-53.2648,71.51,11.01
Saint George,1,US,1623958370,11,37.1041,-113.5841,108.07,1.99
Corning,1,US,1623958370,37,42.1428,-77.0547,76.24,4.61
Anloga,42,GH,1623958370,76,5.7947,0.8973,84.42,15.64
Newport,98,GB,1623958371,80,51.5877,-2.9984,66.69,7.81
Siderno,0,IT,1623958371,69,38.2779,16.302,75.79,4.94
Cayenne,75,GF,1623958371,82,4.9333,-52.3333,82.44,1.01
Chokurdakh,100,RU,1623958371,65,70.6333,147.9167,42.58,8.55
Carnarvon,0,AU,1623958372,48,-24.8667,113.6333,46.47,8.05
Moose Factory,75,CA,1623958372,68,51.2585,-80.6094,66.2,6.91
Abonnema,95,NG,1623958372,87,4.7084,6.7931,76.93,4.52
Poum,38,NC,1623958373,84,-20.2333,164.0167,74.08,6.38
San Quintín,1,MX,1623958373,59,30.4833,-115.95,74.66,9.01
Nelson,100,NZ,1623958373,94,-41.2833,173.2833,48.29,7.34
Buala,15,SB,1623958374,82,-8.145,159.5921,79.63,4.56
Port Elizabeth,20,ZA,1623958266,77,-33.918,25.5701,62.89,17.27
Vila Velha,40,BR,1623958145,64,-20.3297,-40.2925,76.96,10.36
Vestmanna,90,FO,1623958374,100,62.1564,-7.1664,45.52,9.22
Bethel,1,US,1623958374,39,41.3712,-73.414,79.02,12.66
Port Alfred,0,ZA,1623958375,79,-33.5906,26.891,63.59,22.06
Paita,24,PE,1623958375,70,-5.0892,-81.1144,79.36,15.64
Dudinka,100,RU,1623958376,97,69.4058,86.1778,56.19,8.01
Ostrovnoy,100,RU,1623958376,56,68.0531,39.5131,54.81,14.5
Batticaloa,69,LK,1623958376,69,7.7102,81.6924,79.83,9.64
Miquelon,100,PM,1623958377,94,47.0975,-56.3814,53.6,12.41
Ilulissat,40,GL,1623958377,81,69.2167,-51.1,41.02,6.91
Teahupoo,100,PF,1623958377,79,-17.8333,-149.2667,76.96,16.6
Bambous Virieux,75,MU,1623958378,83,-20.3428,57.7575,71.85,9.22
Upernavik,6,GL,1623958378,79,72.7868,-56.1549,34.79,7.78
The Valley,20,AI,1623958378,70,18.217,-63.0578,86.14,23.02
Port Blair,100,IN,1623958379,81,11.6667,92.75,82.35,12.68
Egvekinot,100,RU,1623958379,96,66.3167,-179.1667,34.63,6.15
Luena,4,AO,1623958379,40,-11.7833,19.9167,54.12,3.04
Pavlohrad,100,UA,1623958379,96,48.5167,35.8667,68.97,7.49
Ferkessédougou,22,CI,1623958380,58,9.6,-5.2,83.01,6.76
Clyde River,75,CA,1623958380,87,70.4692,-68.5914,39.43,6.91
Airai,66,TL,1623958380,92,-8.9266,125.4092,57.38,3.85
Brae,7,GB,1623958381,87,60.3964,-1.353,51.71,12.15
Severo-Kuril'sk,100,RU,1623958381,89,50.6789,156.125,45.21,10.54
Torbay,75,CA,1623958381,80,47.6666,-52.7314,70.75,18.41
Margate,100,GB,1623958382,91,51.3813,1.3862,67.1,1.99
Kuruman,0,ZA,1623958382,39,-27.4524,23.4325,50.99,7.72
Chui,92,UY,1623958382,84,-33.6971,-53.4616,51.58,11.34
Forsytheganj,0,BY,1623958383,83,52.6333,29.7333,61.03,6.58
Piedras Negras,20,MX,1623958383,32,28.7,-100.5167,97.38,9.22
Kumul,60,CN,1623958383,14,42.8,93.45,78.08,6.98
Fukuechō,95,JP,1623958384,92,32.6881,128.8419,72.84,17.76
Saskylakh,16,RU,1623958384,55,71.9167,114.0833,66.94,6.51
Rawson,0,AR,1623958384,44,-43.3002,-65.1023,45.27,8.79
Nieuw Amsterdam,40,SR,1623958384,88,5.8833,-55.0833,80.62,0.0
Ahipara,80,NZ,1623958385,89,-35.1667,173.1667,52.93,5.19
Sinnamary,89,GF,1623958385,80,5.3833,-52.95,79.79,7.92
Shorāpur,95,IN,1623958385,80,16.5167,76.75,74.93,15.7
Norman Wells,40,CA,1623958386,43,65.282,-126.8329,69.84,10.36
Hambantota,100,LK,1623958386,79,6.1241,81.1185,79.75,15.86
Santa Rosa,62,PH,1623958386,83,14.3122,121.1114,84.18,2.95
Shambu,100,ET,1623958386,83,9.5667,37.1,54.91,2.42
Takoradze,47,GH,1623958387,76,4.8845,-1.7554,79.11,10.85
Narasannapeta,100,IN,1623958387,71,18.4167,84.05,83.39,9.55
Libreville,20,GA,1623958387,89,0.3925,9.4537,78.82,4.61
Hithadhoo,100,MV,1623958388,73,-0.6,73.0833,83.59,6.15
Nizhnevartovsk,40,RU,1623958388,94,60.9344,76.5531,62.62,4.47
Carbondale,1,US,1623957868,46,37.7273,-89.2168,93.09,4.61
Yeppoon,10,AU,1623958388,56,-23.1333,150.7333,53.38,7.72
Paciran,95,ID,1623958389,86,-6.8767,112.3761,76.96,6.08
Manuk Mangkaw,40,PH,1623958389,74,4.8,119.85,83.5,7.81
Kurchum,0,KZ,1623958389,51,48.5722,83.6542,64.51,5.84
Kidal,5,ML,1623958390,13,18.4411,1.4078,97.57,3.36
Akdepe,0,TM,1623958390,16,42.0551,59.3788,82.49,8.93
Guerrero Negro,16,MX,1623958390,50,27.9769,-114.0611,78.48,12.62
Yangi Marg`ilon,8,UZ,1623958391,35,40.4272,71.7189,72.32,6.91
Abu Dhabi,0,AE,1623958227,70,24.4667,54.3667,87.91,6.91
Evensk,100,RU,1623958391,88,61.95,159.2333,44.08,12.28
Mahébourg,75,MU,1623958391,83,-20.4081,57.7,71.89,9.22
High Level,90,CA,1623958392,93,58.5169,-117.136,50.11,16.11
Ulaanbaatar,0,MN,1623958392,87,47.9077,106.8832,37.53,4.47
Mar del Plata,40,AR,1623958392,62,-38.0023,-57.5575,52.0,5.01
Verāval,89,IN,1623958393,79,20.9,70.3667,84.31,13.53
Ballitoville,40,ZA,1623958187,77,-29.539,31.2144,67.17,4.61
Hollabrunn,58,AT,1623958393,60,48.55,16.0833,78.96,1.01
Tonj,100,SS,1623958394,93,7.2737,28.6822,71.37,3.62
Moshenskoye,24,RU,1623958394,81,58.5102,34.5911,57.47,1.86
Aksu,100,CN,1623958394,27,41.1231,80.2644,70.56,1.9
Rohnert Park,1,US,1623958395,24,38.3396,-122.7011,106.99,4.0
Zhigansk,11,RU,1623958395,48,66.7697,123.3711,63.03,6.4
Juegang,100,CN,1623958395,97,32.3174,121.1855,72.68,3.87
Rondonópolis,24,BR,1623958396,22,-16.4708,-54.6356,89.78,3.53
Saryozek,100,KZ,1623958396,44,44.3583,77.9753,63.66,3.06
Marsá Maţrūḩ,0,EG,1623958396,60,31.3525,27.2453,73.6,8.05
Fethiye,0,TR,1623958397,66,36.6217,29.1164,73.27,1.59
New Norfolk,96,AU,1623958397,90,-42.7826,147.0587,53.65,2.71
Biak,66,ID,1623958397,85,-0.9131,122.8766,75.13,6.49
Kahului,40,US,1623958220,82,20.8947,-156.47,79.97,16.11
Maïné Soroa,12,NE,1623958398,34,13.2114,12.0241,91.69,8.66
Batagay-Alyta,1,RU,1623958398,45,67.8006,130.4114,62.71,0.85
Mossamedes,0,AO,1623958398,84,-15.1961,12.1522,66.2,7.87
Nelson Bay,5,AU,1623958399,75,-32.7167,152.15,55.09,17.92
Zabul Province,0,AF,1623958399,51,32.25,67.25,66.67,7.74
Krasnosel'kup,0,RU,1623958399,65,65.7,82.4667,56.82,9.46
Mombetsu,0,JP,1623958399,87,44.3525,143.3525,51.87,2.37
Qiqihar,68,CN,1623958400,71,47.3408,123.9672,55.96,7.76
Longyearbyen,20,SJ,1623958400,75,78.2186,15.6401,39.04,5.75
Najrān,11,SA,1623958400,13,17.4924,44.1277,86.65,1.81
Aleksandriya,54,RU,1623958401,83,45.0947,43.2456,64.99,18.07
Balkanabat,0,TM,1623958401,11,39.5108,54.3671,92.53,12.48
Fortuna,75,US,1623958401,85,40.5982,-124.1573,71.65,13.8
Marsh Harbour,100,BS,1623958402,72,26.5412,-77.0636,80.82,8.72
Isiro,100,CD,1623958402,100,2.7739,27.616,66.51,1.83
Vila,100,PT,1623958402,89,42.0304,-8.1588,55.71,5.73
Klyuchi,2,RU,1623958402,54,52.2667,79.1667,68.9,4.36
Brufut,0,GM,1623958403,70,13.3814,-16.7518,84.29,8.05
Grand-Lahou,11,CI,1623958403,81,5.1367,-5.0242,78.73,9.55
Bako,98,ET,1623958403,83,5.7833,36.5667,63.39,3.78
Bubaque,29,GW,1623958404,81,11.2833,-15.8333,81.45,12.55
Mersing,99,MY,1623958404,94,2.4312,103.8405,75.11,4.61
Riberalta,75,BO,1623958404,74,-10.9833,-66.1,82.6,11.5
Yerbogachën,3,RU,1623958405,75,61.2767,108.0108,51.94,2.13
Salalah,40,OM,1623958405,94,17.0151,54.0924,80.69,4.61
Lavrentiya,90,RU,1623958405,94,65.5833,-171.0,39.45,5.21
Antofagasta,7,CL,1623958195,59,-23.65,-70.4,69.22,7.38
Balad,0,IQ,1623958406,20,34.0164,44.1453,85.48,16.51
Teya,100,RU,1623958406,98,60.3778,92.6267,57.47,3.62
Geraldton,0,AU,1623958269,76,-28.7667,114.6,52.21,2.3
Bud,85,US,1623958406,32,39.447,-86.1758,87.33,1.25
Maniitsoq,89,GL,1623958407,75,65.4167,-52.9,39.18,3.02
Saint Paul Harbor,90,US,1623958407,93,57.79,-152.4072,47.71,11.5
Haines Junction,37,CA,1623958407,41,60.7522,-137.5108,60.75,3.44
Qingdao,93,CN,1623958260,94,36.0986,120.3719,67.6,2.24
San Cristobal,90,VE,1623958203,70,7.7669,-72.225,82.58,6.51
Pareora,98,NZ,1623958408,85,-44.4871,171.2132,42.19,4.05
Taltal,0,CL,1623958408,64,-25.4,-70.4833,64.49,4.5
Mahajanga,0,MG,1623958408,64,-15.7167,46.3167,68.02,3.44
Zhangaözen,0,KZ,1623958409,14,43.3,52.8,88.86,5.57
Cap Malheureux,14,MU,1623958409,80,-19.9842,57.6142,72.09,3.0
Coquimbo,20,CL,1623958396,77,-29.9533,-71.3436,60.53,11.5
Sungai Penuh,100,ID,1623958409,96,-2.0833,101.3833,63.73,3.27
Menongue,1,AO,1623958410,35,-14.6585,17.691,55.78,4.92
Jutaí,32,BR,1623958410,91,-5.1833,-68.9,80.15,3.15
Kieta,45,PG,1623958410,82,-6.2167,155.6333,77.43,3.67
Sudak,95,UA,1623958411,85,44.85,34.9667,65.41,13.47
Augustów,0,PL,1623958411,80,53.8432,22.9798,60.93,5.86
Kloulklubed,60,PW,1623958411,74,7.0419,134.2556,82.69,6.22
La Macarena,77,CO,1623958412,73,2.1837,-73.7849,82.44,2.48
Manjacaze,0,MZ,1623958412,85,-24.7117,33.8828,62.47,5.66
Port Hardy,90,CA,1623958412,88,50.6996,-127.4199,55.58,0.0
Esso,100,RU,1623958413,94,55.9333,158.7,41.43,6.87
Goderich,50,CA,1623958206,40,43.7501,-81.7165,77.2,9.22
São João da Barra,87,BR,1623958413,74,-21.6403,-41.0511,71.69,13.49
Havøysund,98,NO,1623958413,79,70.9963,24.6622,44.83,13.87
Morgan City,1,US,1623958414,48,29.6994,-91.2068,90.03,12.66
Puerto Colombia,79,CO,1623958414,73,10.9878,-74.9547,91.49,18.63
Makuyuni,93,TZ,1623958414,77,-4.7333,38.1,66.11,5.17
Vardø,0,NO,1623958414,70,70.3705,31.1107,44.8,3.44
Shumskiy,99,RU,1623958415,65,54.8318,99.1328,55.51,2.19
Toccoa,40,US,1623958415,40,34.5773,-83.3324,88.79,3.44
Kavieng,100,PG,1623958415,73,-2.5744,150.7967,81.03,3.27
